Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Randall's #2481 (Retail),78703,06/03/2013,100,"1500 W 35TH ST
AUSTIN, TX 78703
(30.3065963270724, -97.7490174377788)",2803470,Routine Inspection
Snack Bar,78704,06/03/2013,81,"1224 S CONGRESS AVE
AUSTIN, TX 78704
(30.2515848438165, -97.7491664788712)",10274565,Routine Inspection
Elmcroft of Austin,78745,06/03/2013,86,"7017 MANCHACA RD
AUSTIN, TX 78745
(30.2004814700665, -97.8068601191946)",10703962,Routine Inspection
Easy Tiger,78701,06/03/2013,74,"707 E 6TH ST
AUSTIN, TX 78701
(30.265687074651, -97.7357910980866)",10543092,Routine Inspection
South Congress Cafe,78704,06/03/2013,95,"1600 S CONGRESS AVE
AUSTIN, TX 78704
(30.2478909026355, -97.7506080164388)",2801577,Routine Inspection
Donut Crown,78757,06/03/2013,92,"7930 BURNET RD
AUSTIN, TX 78757
(30.3573193904321, -97.7311192032643)",2801368,Routine Inspection
Sam's Bar-B-Q,78702,06/03/2013,74,"2000 E 12TH ST
AUSTIN, TX 78702
(30.2741234172413, -97.7188022662405)",2800190,Routine Inspection
Howard Johnson Inn,78741,05/31/2013,89,"2711 S IH
AUSTIN, TX 78741
(30.228714991778, -97.7430335430234)",10652033,Routine Inspection
Taco Cabana #199,78748,05/31/2013,81,"9705 MANCHACA RD
AUSTIN, TX 78748
(30.1751524786683, -97.8226814848811)",2801240,Routine Inspection
Travis Co. - South Rural Community Ctr.,78617,05/31/2013,100,"3518 S FM 973 RD
AUSTIN, TX 78617
(30.1989447392108, -97.6428317355465)",2802676,Routine Inspection
Grandview Hills Elementary,78726,05/31/2013,100,"12024 VISTA PARKE DR
AUSTIN, TX 78726
(30.4156416677276, -97.8537201344092)",10134031,Routine Inspection
Everytime Stop,78704,05/31/2013,92,"2105 S CONGRESS AVE
AUSTIN, TX 78704
(30.2428620122528, -97.7518476098043)",2803673,Routine Inspection
It's All Good Bar B Q,78669,05/31/2013,90,"22112 W SH
SPICEWOOD, TX 78669
(30.368698810868, -98.0724812042352)",10737270,Routine Inspection
Whole Foods Market - Retail Foods,78703,05/31/2013,97,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2705749547638, -97.7540612910714)",2804053,Routine Inspection
Tiff's Treats,78746,05/31/2013,100,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814658883, -97.8001854199872)",10352305,Routine Inspection
Perry's Steakhouse & Grill,78701,05/31/2013,81,"114 W 7TH ST
AUSTIN, TX 78701
(30.2694353834656, -97.7433795853981)",10131172,1st Follow Up to Routine of 50 - 69
Dessau Middle School,78753,05/31/2013,93,"12900 DESSAU RD
AUSTIN, TX 78753
(30.3991852795118, -97.6441073762905)",2801702,Routine Inspection
Whole Foods - Seafood,78703,05/31/2013,100,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2705749547638, -97.7540612910714)",2803046,Routine Inspection
East Side Market,78702,05/31/2013,74,"1208 E 11TH ST
AUSTIN, TX 78702
(30.2687058723058, -97.7272046732678)",10668551,Routine Inspection
Jamba Juice,78759,05/31/2013,88,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.3985439739783, -97.7483642316863)",2801707,Routine Inspection
Subway,78758,05/31/2013,97,"2501 W PARMER LN
AUSTIN, TX 78758
(30.4182363972979, -97.7022420545932)",10385802,Routine Inspection
Canyon Ridge Middle School,78732,05/31/2013,92,"12601 COUNTRY TRAILS LN
AUSTIN, TX 78732
(30.3655266448475, -97.9015611922408)",2802219,Routine Inspection
Austin's Pizza-Index Hospitality,78703,05/31/2013,97,"1600 W 35TH ST
AUSTIN, TX 78703
(30.3074876006436, -97.7507995726091)",10236812,Routine Inspection
MN - Manor Middle School,78653,05/31/2013,97,"12900 GREGG MANOR RD
MANOR, TX 78653
(30.3570932754516, -97.5624117731411)",10002549,Routine Inspection
Asti Trattoria,78751,05/31/2013,94,"408 E 43RD ST
AUSTIN, TX 78751
(30.3050032992868, -97.7264706807092)",2801708,Routine Inspection
"Children's Courtyard, The",78754,05/31/2013,93,"11012 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.3442710611983, -97.6139169056745)",2800847,Routine Inspection
CVS Pharmacy #6945,78741,05/31/2013,97,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2329808346292, -97.7237898057679)",2804035,Routine Inspection
Dev's Shell,78756,05/31/2013,97,"4001 MEDICAL PKWY
AUSTIN, TX 78756
(30.3086369301617, -97.7424701201892)",2804118,Routine Inspection
411 First Floor,78701,05/31/2013,86,"404 E 6TH ST
AUSTIN, TX 78701
(30.2673267191393, -97.7389352933306)",10586003,Routine Inspection
Flightpath Coffeehouse,78751,05/31/2013,83,"5011 DUVAL ST
AUSTIN, TX 78751
(30.313788633997, -97.7198938304283)",2801741,Routine Inspection
Walgreens #4632,78758,05/31/2013,100,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.3923075644652, -97.7066994048772)",2803784,Routine Inspection
Auntie Anne's Pretzels,78746,05/31/2013,100,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",10291231,Routine Inspection
East First Grocery,78702,05/31/2013,90,"1811 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2570031587173, -97.7249298057823)",10120977,Routine Inspection
Sao Paulo's Restaurate,78705,05/31/2013,92,"2809 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.2916305275376, -97.7350095296341)",2801963,Routine Inspection
MN &J Rocky Creek BBQ,78738,05/31/2013,100,"17499 HAMILTON POOL RD
AUSTIN, TX 78738
(30.2908068076222, -98.0391378049176)",2802520,Routine Inspection
Thanh Nhi Vietnamese Restaurant and Sandwich,78753,05/31/2013,87,"9200 N LAMAR BLVD
AUSTIN, TX 78753
(30.3614230535107, -97.6982568060012)",10059597,Routine Inspection
Randall's #2475- Bakery,78731,05/30/2013,97,"5311 BALCONES DR
AUSTIN, TX 78731
(30.3354986940634, -97.7579884783733)",10307237,Routine Inspection
Corner Store #1307,78749,05/30/2013,94,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2237333357944, -97.8419702515651)",2803530,Routine Inspection
CiCi's Pizza,78741,05/30/2013,69,"2237 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2382149113159, -97.7262456758226)",10171088,Routine Inspection
Mai Thai,78701,05/30/2013,84,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2642829399092, -97.7412872533829)",10535930,Routine Inspection
Vince Young Steakhouse,78701,05/30/2013,79,"301 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2648552680654, -97.7411641602063)",10483507,Routine Inspection
Austex Shell,78750,05/30/2013,86,"13296 N US 183 HWY
AUSTIN, TX 78750
(30.4432487982258, -97.786644501139)",10103836,Routine Inspection
Quad Food Mart,78704,05/30/2013,100,"628 E OLTORF ST
AUSTIN, TX 78704
(30.2370937981337, -97.7490813615675)",10752202,Routine Inspection
Subway,78613,05/30/2013,97,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2802931,Routine Inspection
Hyde Park Baptist High School,78759,05/30/2013,97,"11400 N MOPAC EXPY
AUSTIN, TX 78759
(30.4081036444018, -97.7307329944206)",10362953,Routine Inspection
Donut Taco Palace II,78748,05/30/2013,80,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1726547209338, -97.8225553133954)",10639746,Routine Inspection
Delco Primary,78753,05/30/2013,93,"12900 DESSAU RD
AUSTIN, TX 78753
(30.3991852795118, -97.6441073762905)",2801854,Routine Inspection
Randall's #2475- Food,78731,05/30/2013,97,"5311 BALCONES DR
AUSTIN, TX 78731
(30.3354986940634, -97.7579884783733)",2800073,Routine Inspection
Randall's #2475-Retail,78731,05/30/2013,96,"5401 BALCONES DR
AUSTIN, TX 78731
(30.3354131078863, -97.7579725313475)",2803531,Routine Inspection
Metz Recreation Center,78702,05/30/2013,97,"2407 CANTERBURY ST
AUSTIN, TX 78702
(30.2525501754027, -97.7181576894999)",2800341,Routine Inspection
Z' Tejas of Arboretum,78759,05/30/2013,72,"9400 ARBORETUM BLVD
AUSTIN, TX 78759
(30.3893536096627, -97.7521220239291)",2800790,Routine Inspection
"Bread Basket, The",78702,05/30/2013,91,"1514 HOLLY ST
AUSTIN, TX 78702
(30.2552332310203, -97.7303816102816)",2803741,Routine Inspection
Max's Wine Dive,78701,05/30/2013,95,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2642829399092, -97.7412872533829)",10212286,Routine Inspection
Dessau Elementary,78753,05/30/2013,100,"1501 DESSAU RIDGE LN
AUSTIN, TX 78753
(30.4015887102844, -97.6437325932227)",2800675,Routine Inspection
Super Donuts 12,78617,05/30/2013,94,"12800 PEARCE LN
AUSTIN, TX 78617
(30.1692570900022, -97.6221907327749)",10292321,Routine Inspection
Muchos Imports#2,78741,05/30/2013,91,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394904044, -97.7383618077555)",2803619,Routine Inspection
Malaga Tapas & Bar,78701,05/29/2013,88,"436 W 2ND ST
AUSTIN, TX 78701
(30.2656174012179, -97.7482778653983)",10143904,Routine Inspection
Tanney St. - Friend of a Friend Catering,78721,05/29/2013,100,"4602 TANNEY ST
AUSTIN, TX 78721
(30.2731483245707, -97.6901755029726)",10228355,Routine Inspection
Laura Bush Elementary Cafeteria,78732,05/29/2013,96,"12600 COUNTRY TRAILS LN
AUSTIN, TX 78732
(30.3660501422072, -97.9004275145354)",2801882,Routine Inspection
MN-Bistro M @ Manor HS (MHS Culinary Arts Class),78653,05/29/2013,100,"12700 GREGG MANOR RD
MANOR, TX 78653
(30.3532891487233, -97.5622916380041)",10555754,Routine Inspection
Four Points Middle School,78750,05/29/2013,97,"9700 MC NEIL DR
AUSTIN, TX 78750
(30.3962897153755, -97.830557708183)",10321795,Routine Inspection
Barchi Japanese Restaurant,78701,05/29/2013,66,"206 COLORADO ST
AUSTIN, TX 78701
(30.2652255238134, -97.7455197221286)",10490383,Routine Inspection
Harmony Science Academy,78753,05/29/2013,100,"930 E RUNDBERG LN
AUSTIN, TX 78753
(30.3570793510022, -97.6847301576153)",2801837,Routine Inspection
Eleven Plates & Wine,78746,05/29/2013,79,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.3363531069172, -97.8041841028165)",10647378,Routine Inspection
Vandegrift High School,78750,05/29/2013,97,"9500 MC NEIL DR
AUSTIN, TX 78750
(30.3966554507065, -97.8266057519291)",10417414,Routine Inspection
Wieland Elementary,78660,05/29/2013,97,"900 TUDOR HOUSE RD
AUSTIN, TX 78660
(30.4221734808254, -97.6396336635271)",10051637,Routine Inspection
MN - Manor High School Cafeteria,78653,05/29/2013,88,"12700 GREGG MANOR RD
MANOR, TX 78653
(30.3532891487233, -97.5622916380041)",2801408,Routine Inspection
Family Dollar Store #5520,78744,05/29/2013,87,"5301 E STASSNEY LN
AUSTIN, TX 78744
(30.1924818829928, -97.738318499631)",10003495,Routine Inspection
Subway,78750,05/29/2013,97,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.4609843106227, -97.8169359958518)",2801660,Routine Inspection
Berryaustin 2 Go,78701,05/29/2013,100,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.2646011349829, -97.7444232076484)",10550264,Routine Inspection
Pizza Paradise,78758,05/28/2013,97,"1921 CEDAR BEND DR
AUSTIN, TX 78758
(30.408322328997, -97.6982433226702)",10371981,Routine Inspection
Target (Retail Store) T-1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2803683,Routine Inspection
Little Deli,78757,05/28/2013,96,"7101 WOODROW AVE
AUSTIN, TX 78757
(30.3426346738264, -97.7255137569758)",10006179,Routine Inspection
Presidential Meadows Elementary Kitchen,78653,05/28/2013,96,"13252 GEORGE BUSH ST
MANOR, TX 78653
(30.3517447529611, -97.5260677680694)",10064817,Routine Inspection
Frank,78701,05/28/2013,77,"407 COLORADO ST
AUSTIN, TX 78701
(30.2669246646405, -97.7443491726363)",2802463,Routine Inspection
Faith Lutheran Church,78757,05/28/2013,90,"6600 WOODROW AVE
AUSTIN, TX 78757
(30.3378935625314, -97.7286187911649)",10800848,Routine Inspection
Pioneer Crossing Cafeteria,78754,05/28/2013,100,"11300 SAMSUNG BLVD
AUSTIN, TX 78754
(30.361335582511, -97.6401666695075)",10307208,Routine Inspection
CVS/Pharmacy #7210,78745,05/28/2013,100,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2018849806475, -97.8050588653809)",2804018,Routine Inspection
Thai Fresh,78704,05/28/2013,92,"909 W MARY ST
AUSTIN, TX 78704
(30.2478911143802, -97.7617679510755)",10390428,Routine Inspection
Target (Meat) T1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2803681,Routine Inspection
Baskin Robbins,78758,05/28/2013,100,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.4174621728585, -97.7028442208035)",2802274,Routine Inspection
Target (Produce) T-1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2803682,Routine Inspection
Mr. Catfish and More,78702,05/28/2013,95,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272211588619, -97.6980653554362)",10808945,Routine Inspection
Target (Starbucks) T-1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2802283,Routine Inspection
Lambert's Downtown Barbecue,78701,05/28/2013,62,"401 W 2ND ST
AUSTIN, TX 78701
(30.2652046248922, -97.7478592150182)",10002278,Routine Inspection
Starbucks # 6373,78750,05/28/2013,100,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.4475237122431, -97.790871920276)",2801733,Routine Inspection
Taco Cabana Patio Rest #125,78750,05/28/2013,84,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.4447791289754, -97.7890932880338)",2800474,Routine Inspection
Target (Deli/Bakery) T-1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2802070,Routine Inspection
Onion Creek Texaco,78747,05/28/2013,95,"11031 S IH
AUSTIN, TX 78747
(30.1412897566217, -97.7949632496342)",10082729,Routine Inspection
New Speedway,78705,05/28/2013,96,"3707 SPEEDWAY
AUSTIN, TX 78705
(30.3001735149506, -97.7334762080501)",10006460,Routine Inspection
7-Eleven Convenience Store #35801H,78754,05/28/2013,79,"9704 GILES LN
AUSTIN, TX 78754
(30.3316282567702, -97.6239637266625)",10761992,Routine Inspection
Pflugerville Donuts,78660,05/28/2013,97,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4563156858783, -97.660757527486)",10664733,Routine Inspection
Chipotle Mexican Grill #1723,78704,05/28/2013,95,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.2476429126569, -97.7754797574084)",10828111,Routine Inspection
Chuy Panaderia,78757,05/28/2013,78,"8716 RESEARCH BLVD
AUSTIN, TX 78757
(30.3638861327639, -97.7192971705602)",10249266,Routine Inspection
Berts on 24th,78705,05/28/2013,93,"907 W 24TH ST
AUSTIN, TX 78705
(30.2878880740458, -97.7473609156963)",10809700,Routine Inspection
Target (Pizza Hut) T-1797,78717,05/28/2013,100,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4760308394174, -97.7965359595305)",2802284,Routine Inspection
Onion Creek Food Mart,78747,05/28/2013,89,"2107 BOCA RATON DR
AUSTIN, TX 78747
(30.1392463183334, -97.7950490556147)",10194058,Routine Inspection
Gloria's Restaurant #11,78758,05/28/2013,84,"3309 ESPERANZA XING
AUSTIN, TX 78758
(30.4001937454586, -97.7264540747476)",10359753,Routine Inspection
Aussie's Bar & Grill,78704,05/28/2013,80,"306 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.2589802376342, -97.7480916086005)",2800024,Routine Inspection
Steiner Ranch Elementary School,78732,05/24/2013,97,"4001 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.3780327496338, -97.8836616595288)",2801135,Routine Inspection
Virginia L Brown Sr. Nutrition Program,78752,05/24/2013,100,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.3320600640384, -97.6932331133462)",10039193,Routine Inspection
Texas French Bread,78705,05/24/2013,75,"2900 RIO GRANDE ST
AUSTIN, TX 78705
(30.2961956056707, -97.7440291012816)",2800207,Routine Inspection
La Sabrocita Restaurant & Tortilleria,78753,05/24/2013,84,"850 E RUNDBERG LN
AUSTIN, TX 78753
(30.3573377822306, -97.6855380997384)",10355256,1st Follow Up to Routine of 50 - 69
Lakeline Cinema,78613,05/24/2013,93,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2801503,Routine Inspection
Orange Leaf Self Serve Frozen Yogurt,78748,05/24/2013,94,"9600 S IH
AUSTIN, TX 78748
(30.1605736545806, -97.7924459808281)",10828816,Routine Inspection
Muchos Imports #3,78702,05/24/2013,97,"2314 E 7TH ST
AUSTIN, TX 78702
(30.2613913023318, -97.7160246313482)",10810262,Routine Inspection
Brown Elementary,78752,05/24/2013,100,"505 W ANDERSON LN
AUSTIN, TX 78752
(30.3449189307753, -97.7092998447283)",2800128,Routine Inspection
Rowe Lane Elementary,78660,05/24/2013,94,"3112 SPEIDEL DR
PFLUGERVILLE, TX 78660
(30.4772573934184, -97.5627009644184)",2803028,Routine Inspection
CVS/Pharmacy #8387,78749,05/24/2013,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.1842009426748, -97.8500219093635)",2804017,Routine Inspection
Walgreens # 09679,78753,05/24/2013,97,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.4001512915399, -97.6585235541859)",2804085,Routine Inspection
Subway,78726,05/24/2013,96,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.4045927252002, -97.8516540741634)",2801667,Routine Inspection
Fish Daddy's,78660,05/24/2013,93,"15119 N IH
AUSTIN, TX 78660
(30.4453081951889, -97.6667834175592)",10236095,Routine Inspection
Webb Middle School,78752,05/24/2013,97,"601 E ST JOHNS AVE
AUSTIN, TX 78752
(30.3333157157653, -97.7069116202986)",2800006,Routine Inspection
Andiamo Italiano,78758,05/24/2013,92,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.3825725868793, -97.7231001868741)",10403775,Routine Inspection
Corner Store #552,78741,05/24/2013,86,"2222 E OLTORF ST
AUSTIN, TX 78741
(30.2301828688326, -97.7311826537436)",2803556,Routine Inspection
Great American Cookie Company,78613,05/24/2013,97,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2800799,Routine Inspection
U PAK M,78748,05/24/2013,97,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.1457341007751, -97.8335647265349)",2803509,Routine Inspection
Teapioca Lounge,78748,05/24/2013,91,"9600 S IH
AUSTIN, TX 78748
(30.1605736545806, -97.7924459808281)",10693969,Routine Inspection
Sunflower Restaurant,78758,05/24/2013,84,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.3609784670533, -97.7157651129842)",2801302,Routine Inspection
LW - Pao's Mandarin House,78738,05/23/2013,90,"2300 LOHMANS SPUR RD
LAKEWAY, TX 78738
(30.3376598114742, -97.9714302502326)",2801225,Routine Inspection
Whataburger #346,78704,05/23/2013,100,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.2582147971074, -97.7506403302685)",2800311,Routine Inspection
Barrington Elementary,78753,05/23/2013,100,"400 COOPER DR
AUSTIN, TX 78753
(30.3605990034974, -97.6958866976274)",2800127,Routine Inspection
Quality Inn & Suites,78617,05/23/2013,97,"2751 E SH
AUSTIN, TX 78617
(30.2109181792558, -97.6523214083111)",10672255,Routine Inspection
First Evangelical Free Church,78749,05/23/2013,97,"4220 MONTEREY OAKS BLVD
AUSTIN, TX 78749
(30.2299953282443, -97.8324947170498)",10517838,Routine Inspection
St. Stephens School,78746,05/23/2013,86,"6500 ST STEPHENS DR
AUSTIN, TX 78746
(30.3297608998325, -97.8174407838533)",2800677,Routine Inspection
Quick Stop,78702,05/23/2013,97,"1700 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2579189691015, -97.7264434424596)",2803795,Routine Inspection
Country Home Learning Center,78749,05/23/2013,100,"6900 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.2299344704997, -97.8656577702321)",2800886,Routine Inspection
Auguste Escoffier School of Culinary Arts,78752,05/23/2013,95,"6020 DILLARD CIR
AUSTIN, TX 78752
(30.3265989297496, -97.717817793477)",10539808,Routine Inspection
LW - Flintrock Falls Country Club,78738,05/23/2013,97,"401 JACK NICKLAUS DR
LAKEWAY, TX 78738
(30.3387581723297, -97.9830649254331)",10005392,Routine Inspection
Ashford Montessori,78660,05/23/2013,100,"20301 JACKIES RANCH BLVD
PFLUGERVILLE, TX 78660
(30.475409711477, -97.5616369469804)",10339477,Routine Inspection
Rockin Tomato Pizza Co.,78704,05/23/2013,90,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.2422836536254, -97.7829663808359)",2801893,Routine Inspection
Lamar Food Store,78704,05/23/2013,100,"1222 S LAMAR BLVD
AUSTIN, TX 78704
(30.2542089363378, -97.7631179787182)",10761359,Routine Inspection
Chez Zee,78731,05/23/2013,85,"5406 BALCONES DR
AUSTIN, TX 78731
(30.3366410169886, -97.7580348733944)",2800022,Routine Inspection
Thai Taste,78735,05/23/2013,84,"7010 W SH
AUSTIN, TX 78735
(30.2358057767047, -97.8759984912957)",10446066,Routine Inspection
Starbucks #6374,78726,05/23/2013,92,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.4045927252002, -97.8516540741634)",2801732,Routine Inspection
Tokyo Gardens Catering,78741,05/23/2013,97,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2358228914481, -97.7226234628174)",10750623,Routine Inspection
Taco Cabana #203,78758,05/23/2013,91,"8415 RESEARCH BLVD
AUSTIN, TX 78758
(30.3585480441988, -97.7156748797956)",2800517,Routine Inspection
LW - Cho Sushi,78738,05/23/2013,79,"2422 S FM 620 RD
LAKEWAY, TX 78738
(30.3406825182862, -97.9704866700927)",10697643,Routine Inspection
"High Road on Dawson, The",78704,05/23/2013,81,"700 DAWSON RD
AUSTIN, TX 78704
(30.2581490260339, -97.7569357058242)",2800434,Routine Inspection
Sonic,78744,05/23/2013,71,"1805 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.1885888229711, -97.766849190726)",2801215,Routine Inspection
Dollar General #12304,78753,05/23/2013,87,"12320 DESSAU RD
AUSTIN, TX 78753
(30.3890863936509, -97.6478360391779)",10553368,Routine Inspection
Bucket's Deli & Sports Bar,78702,05/23/2013,100,"2020 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2566728533383, -97.7227352386169)",10111403,Routine Inspection
Dobie Jr High School,78753,05/23/2013,86,"1200 E RUNDBERG LN
AUSTIN, TX 78753
(30.3541081730007, -97.6803879317398)",2800114,Routine Inspection
Chucho's Mexican Restaurant,78660,05/23/2013,97,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994193517, -97.6591151763555)",10013559,Routine Inspection
LW - Lakeway Valero,78734,05/23/2013,84,"2103 S FM 620 RD
LAKEWAY, TX 78734
(30.3427565388588, -97.96653060968)",2803881,Routine Inspection
Wyndham Garden Hotel Lounge/Cafe,78741,05/23/2013,76,"3401 S IH
AUSTIN, TX 78741
(30.223075611659, -97.7458246192733)",2802633,Routine Inspection
Target Store T2288- Restaurant,78748,05/22/2013,96,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10055905,Routine Inspection
Pecan Springs Elementary,78723,05/22/2013,97,"3100 ROGGE LN
AUSTIN, TX 78723
(30.3030519271453, -97.6764137434722)",2800284,Routine Inspection
Sesame Hill,78735,05/22/2013,81,"6156 W US 290 HWY
AUSTIN, TX 78735
(30.235999489616, -97.8558620171757)",10048610,Routine Inspection
Corner Store #2095,78748,05/22/2013,100,"3419 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1830183880927, -97.8496180682654)",2803437,Routine Inspection
Wal-Mart Supercenter #5478/Meat&Produce,78726,05/22/2013,100,"8201 N FM 620 RD
AUSTIN, TX 78726
(30.4174966572424, -97.8457290195984)",10003588,Routine Inspection
Target Store T2288 - Starbucks,78748,05/22/2013,100,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10055904,Routine Inspection
Hill Country Middle School,78746,05/22/2013,100,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.2713412487129, -97.8036747492655)",2800337,Routine Inspection
JJ Pickle Elementary School,78752,05/22/2013,97,"1101 WHEATLEY AVE
AUSTIN, TX 78752
(30.333547188331, -97.6932728605211)",2801689,Routine Inspection
CVS/Pharmacy #3881,78748,05/22/2013,100,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1723915520059, -97.799075770407)",10017515,Routine Inspection
Mimi's Asian Fusion,78747,05/22/2013,84,"10001 S IH
AUSTIN, TX 78747
(30.1562298452488, -97.7898817690293)",10617674,Routine Inspection
Burger King,78741,05/22/2013,79,"3001 MONTOPOLIS DR
AUSTIN, TX 78741
(30.2132148947455, -97.7111085519169)",10840105,Routine Inspection
Casa Moreno,78744,05/22/2013,77,"4606 BURLESON RD
AUSTIN, TX 78744
(30.2134956111042, -97.7315419308786)",2802425,Routine Inspection
Abel's on the Lake,78703,05/22/2013,78,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2952368861204, -97.7842378518586)",10278633,Routine Inspection
Williams-Sonoma #978,78759,05/22/2013,93,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.3949288833285, -97.7520235594459)",2800949,Routine Inspection
Austin Cake Ball LLC,78756,05/22/2013,97,"5310 BURNET RD
AUSTIN, TX 78756
(30.3270563821247, -97.7405831662563)",10712387,Routine Inspection
Winn Elementary School,78723,05/22/2013,92,"3500 SUSQUEHANNA LN
AUSTIN, TX 78723
(30.3139584524293, -97.665349397847)",2800283,Routine Inspection
Rundberg Food Mart,78753,05/22/2013,87,"9318 N IH
AUSTIN, TX 78753
(30.3583131006628, -97.6888306482427)",10367658,Routine Inspection
Target Store T2288 -Grocery,78748,05/22/2013,95,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10055908,Routine Inspection
Ridgetop Elementary,78751,05/22/2013,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.3114130098858, -97.716116610889)",2800244,Routine Inspection
Bluebonnet Trail Elementary,78754,05/22/2013,97,"11316 FARMHAVEN RD
AUSTIN, TX 78754
(30.351212994325, -97.6186348404705)",2800920,Routine Inspection
Domino's Pizza,78748,05/22/2013,93,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1726547209338, -97.8225553133954)",10010126,Routine Inspection
Lanier High School,78758,05/22/2013,94,"1201 PAYTON GIN RD
AUSTIN, TX 78758
(30.3613473195391, -97.7085127258569)",2800164,Routine Inspection
15th Street Cafe,78701,05/22/2013,91,"303 W 15TH ST
AUSTIN, TX 78701
(30.2775019641067, -97.7425547470641)",2801033,Routine Inspection
7-Eleven #23807,78745,05/22/2013,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416899151, -97.8049531520571)",10322285,Routine Inspection
Gus Garcia Recreation Center,78753,05/22/2013,100,"1201 E RUNDBERG LN
AUSTIN, TX 78753
(30.3538268081608, -97.6816590193038)",10184409,Routine Inspection
